Reach,Ch_bd201,Ch_bd50,Ch_bdg101,Glakes,Missi,Bigriver,Pondup_L,Ponddn_L,Pondup_S,Ponddn_S,Pondupst,Ponddnst,Pond,Pondarea,Damupst,Damdnst,Damup_L,Damdn_L,Order,Downorder,Link,Dlink,Sinuosity,CH_Grad,R_Water,RT_Grass,W_Urban,W_Agri,W_Grass,W_Forest,W_Water,W_Wet,W_Area,W_Perm,W_Slope,W_Darcy,WT_Urban,WT_Agri,WT_Grass,WT_Forest,WT_Alluv,WT_Coars,WT_CMorai,WT_Collu,WT_Dune,WT_Fine,WT_ICont,WT_Lacus,WT_Loess,WT_MMora,WT_OWash,WT_PMuck,WT_Rocky,WT_Sand,WT_Shale,WT_Carb,WT_BR50,WT_BR100,WT_BG100,Wt_Area,WT_Slope,WT_Precip,WT_Perm,WT_JMin,WT_GDD,WT_Darcy
marys423,1,0,0,0,1,0,20688.78,0,29.03,0,1,0,0,0,1,0,19184.04,0,4,5,21,53,1.88,0.00149954,0.011,0.2074,0,0.1485,0.0706,0.7711,0.0098,0.0371,5.7708,122.0251,7.2809,-37.0496,0.0257,0.1294,0.2217,0.6198,0.0467,0,0,0,0,0.3801,0,0.1911,0.3801,0,0,0,0.3821,0,0.0519,0.9481,1,0,0,102.4281,5.5421,1206.031,151.957,192.0063,4340.0342,-5.0432
marys426,1,0,0,0,1,0,3475.03,0,29.03,0,1,0,0,0,1,0,1970.29,0,3,4,5,18,1.122,0.00254441,0.0329,0.1203,0,0.1834,0.1361,0.6805,0,0.0111,6.462,142.2855,5.8167,0.0518,0.0257,0.1211,0.1871,0.6596,0,0,0,0,0,0.186,0,0.2736,0.186,0,0,0,0.5404,0,0.116,0.884,1,0,0,23.535,5.288,1208.064,155.8138,192.0063,4323.7544,0.0262
marys43,1,0,0,0,1,0,6863.2,0,5.5,0,1,0,0,0,1,0,23016.86,0,3,4,12,21,1.302,0.0007255,0.0022,0.2541,0,0.4119,0.2199,0.3681,0,0.1081,1.7064,62,1.2595,-3.5928,0.0068,0.4374,0.2916,0.2478,0.1724,0,0,0,0,0.8276,0,0,0,0,0,0,0,0,1,0,1,0,0,47.1969,0.9906,1053.7001,56.7967,195.1646,4352.48,-5.9962
marys434,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,13,1.14,0.00161849,0.0047,0.2916,0,0.1893,0.1376,0.6731,0,0.0083,2.3814,101.2434,6.3692,-0.1005,0.0398,0.1632,0.3177,0.4774,0,0,0,0,0,0.3987,0,0.1987,0.3987,0,0,0,0.4026,0,0.039,0.961,1,0,0,50.931,4.6929,1207.748,153.5069,194,4357.1851,0.2082
marys506,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,95,1.15,0.00378967,0.0002,0.1488,0,0.0992,0.09,0.8108,0,0.0028,4.8519,168.7867,8.3667,-43.222,0,0.0621,0.1012,0.8364,0.2954,0,0,0,0,0.6979,0,0.0063,0.6979,0,0,0,0.0004,0,0,1,1,0,0,32.1462,8.1361,1196.6923,167.2697,196.9878,4417.145,-35.6744
marys526,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,6,1.163,0.00608381,0.0079,0.1672,0,0.0158,0.288,0.6962,0,0.0241,2.3877,181.0686,5.0482,-30.8432,0,0.0194,0.1687,0.8101,0.2872,0,0,0,0,0.1846,0,0,0.1846,0,0,0,0.5282,0,0,1,1,0,0,8.6274,6.7678,1195.1597,170.8936,201.0365,4448.1333,-31.5409
marys528,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,1.156,0.00112148,0,0.2349,0.0363,0.152,0.2091,0.5977,0,0.0124,2.0313,192.4342,4.6646,-16.7102,0.0037,0.0634,0.2364,0.6952,0.2759,0,0,0,0,0.1799,0,0,0.1799,0,0,0,0.5443,0,0.1335,0.8665,1,0,0,21.3552,5.9706,1196.8569,173.0528,201.5833,4472.3062,-22.0641
marys538,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,1.133,0.00965964,0,0.1118,0,0.0425,0.1996,0.758,0,0,2.4579,167,4.6668,-0.0549,0,0.0774,0.2037,0.7189,0,0,0,0,0,0.6479,0,0,0.6479,0,0,0,0.3512,0,0.1373,0.8627,1,0,0,5.9967,5.0973,1196.926,167,202,4492.8862,0.2692
nfsal1029,1,0,0,0,1,1,93304.84,0,9.49,0,1,0,0,0,1,0,81767.83,0,3,3,17,18,1.993,0.00108003,0.0007,0.2626,0,0.3234,0.2814,0.3373,0.0579,0.1158,0.4509,76,4.7166,-98.9381,0.0059,0.166,0.376,0.4511,0.1327,0,0,0,0,0.0486,0,0,0,0,0,0,0.8172,0,1,0,1,0,0,85.6881,3.53,1166.8466,83.1022,189,4220.1309,-11.3458
nfsal1097,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,24,1.318,0.00027297,0.0006,0.0873,0,0.5486,0.2727,0.1732,0,0.0763,2.4426,79.7605,1.311,0,0,0.0991,0.1775,0.7208,0,0,0,0,0,0,0,0.1254,0,0,0,0,0.8746,0.1402,0.8598,0,1,0,0,31.7601,5.1205,1175.6733,84.4274,188.0623,4203.853,0
nfsal1154,1,0,0,0,1,1,60038.05,0,20.82,0,1,0,0,0,1,0,60038.05,0,3,3,14,15,1.144,0.00057743,0.0093,0.0999,0,0.2739,0.2295,0.4876,0.0044,0.1017,9.5463,80.6302,2.9032,0,0.0005,0.0969,0.2263,0.6733,0,0,0,0,0,0,0,0.1334,0,0,0,0,0.8666,0.095,0.9015,0.0035,1,0,0,84.3687,5.1307,1176.8405,84.5056,188.6597,4261.5854,0.0068
nfsal1168,1,0,0,0,1,1,47714.43,0,9.49,0,1,0,0,0,1,0,36177.42,0,3,3,13,15,2.169,0.00122079,0.0005,0.2664,0.0483,0.1606,0.3595,0.4303,0.0005,0.019,7.2531,82.0196,3.2287,-25.8296,0.0075,0.1631,0.3763,0.4526,0.1167,0,0,0,0,0.0476,0,0,0,0,0,0,0.8357,0,1,0,1,0,0,67.734,3.5641,1169.7181,84.6809,189,4227.6187,-9.5615
nfsal1204,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1.629,0.00297954,0,0.5449,0,0.2738,0.4597,0.2665,0,0.0176,4.0797,85,2.0496,-0.276,0,0.2411,0.5395,0.2191,0,0,0,0,0,0.408,0,0,0,0,0,0,0.592,0,1,0,1,0,0,7.9038,1.9056,1160.8737,85,189.9892,4193.5513,-0.1456
nfsal1214,1,0,0,0,1,1,24701.33,0,20.82,0,1,0,0,0,1,0,24701.33,0,3,3,6,7,1.412,0.0006936,0.0168,0.1473,0,0.035,0.3166,0.6484,0,0.0502,3.7269,85,4.0128,0,0.0011,0.1041,0.3143,0.5781,0,0,0,0,0,0,0,0.0407,0,0,0,0,0.9593,0.007,0.993,0,1,0,0,42.2091,4.4984,1177.7196,85,189,4260.0967,0.0136
nfsal1233,1,0,0,0,1,1,31708.11,0,9.49,0,1,0,0,0,1,0,20171.1,0,3,3,8,10,1.288,0.00135661,0.0008,0.2139,0,0.1095,0.1173,0.7733,0,0.1158,1.2663,85,3.2836,-60.5558,0.0013,0.1335,0.3499,0.5152,0.0535,0,0,0,0,0,0,0,0,0,0,0,0.9465,0,1,0,1,0,0,39.9978,4.2771,1175.2714,85,189,4245.4365,-6.7376
nfsal1272,1,0,0,0,1,1,18151.85,0,9.49,0,1,0,0,0,1,0,6614.84,0,3,3,6,7,1.189,0.00187405,0,0.2484,0.0083,0.128,0.287,0.5766,0,0.0429,6.1713,85,3.7519,-12.0341,0.0015,0.1508,0.3812,0.4664,0.0174,0,0,0,0,0,0,0,0,0,0,0,0.9826,0,1,0,1,0,0,33.9723,4.3191,1176.4304,85,189,4249.4639,-2.0807
nfsal150,1,0,0,0,1,1,29961.2,0,69.55,0,1,0,0,0,1,0,27761.31,0,3,4,17,39,1,0.0012932,0.0541,0.1951,0,0.935,0.0611,0.0039,0,0,1.1637,72.4749,0.2699,0,0.0061,0.4566,0.3258,0.2009,0,0,0,0,0,0.6856,0,0.3144,0,0,0,0,0,0,1,0,1,0,0,80.8767,1.3605,1087.3157,70.8727,189,4115.5513,-0.0001
nfsal230,1,0,0,0,1,1,37713.47,0,6.29,0,1,0,0,0,0,0,0,0,4,4,39,40,1.067,0.00088227,0.0016,0.218,0,0.7001,0.2013,0.0928,0.0058,0.0311,2.1726,68.517,0.4644,0,0,0.4734,0.2657,0.2592,0.0326,0,0,0,0,0.5531,0,0.4143,0,0,0,0,0,0,1,0,0.9759,0.0241,0,138.1194,1.7998,1097.7487,74.6607,189,4124.1147,-2.6095
nfsal308,0.767,0.233,0,0,1,1,51876.08,0,69.55,0,1,0,0,0,1,0,49676.19,0,5,5,92,93,1.03,0,0.0213,0.2079,0,0.6512,0.137,0.1946,0.0124,0.1382,3.9348,70.8984,0.8248,0,0.0158,0.5284,0.2612,0.1887,0.0226,0,0,0,0,0.5275,0,0.4499,0,0,0,0,0,0,1,0,0.9398,0.0602,0,398.7702,1.4443,1093.9821,70.2551,189,4133.0298,-1.8266
nfsal407,0.1345,0.8655,0,0,1,1,28982.29,0,25.89,0,1,0,0,0,1,0,28982.29,0,4,4,33,34,1.556,0.00037197,0.0079,0.1572,0,0.2967,0.3314,0.3681,0.0038,0.0347,9.405,67.7213,2.0363,0,0.0191,0.5693,0.2319,0.1739,0,0,0,0,0,0.6461,0,0.3539,0,0,0,0,0,0,1,0,0.9214,0.0786,0,124.8498,1.0687,1100.0786,65.4071,190.764,4184.3311,0
nfsal427,0,0,1,0,1,1,18277.05,0,29.85,0,1,0,0,0,1,0,18277.05,0,5,5,159,164,1,0.00006592,0.0149,0.2141,0,0.071,0.2598,0.6579,0.0112,0.6187,0.4815,75.2449,0.3963,0,0.0109,0.5641,0.2444,0.1754,0.0141,0,0,0,0,0.5253,0,0.4606,0,0,0,0,0,0,1,0,0.9109,0.0733,0.0158,638.9361,1.2259,1104.3691,69.8693,189,4172.3364,-1.14
nfsal439,0.2791,0.7209,0,0,1,1,22308.13,0,5.32,0,1,0,0,0,0,0,0,0,4,4,59,60,1.001,0.00213843,0.0019,0.23,0,0.864,0.0457,0.0902,0,0.0902,2.1249,77.1207,0.1753,0,0.0033,0.6169,0.2288,0.1484,0,0,0,0,0,0.56,0,0.44,0,0,0,0,0,0,1,0,0.9345,0.0639,0.0016,198.0342,0.9228,1122.4254,69.5997,189.3398,4231.2974,0
nfsal462,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,25,59,1.042,0.00042624,0.0015,0.1189,0.0163,0.811,0.036,0.1368,0,0.1202,3.4281,75.9758,0.403,0,0.0043,0.7855,0.133,0.0759,0,0,0,0,0,0.392,0,0.5957,0,0,0,0,0.0122,0,0.9999,0,0.7764,0.2214,0.0021,149.7672,0.908,1118.2947,79.9022,192,4271.4106,0.2439
nfsal616,1,0,0,0,1,1,18462.41,0,10.18,0,1,0,0,0,0,0,0,0,4,4,55,56,1.03,0.00036148,0.0018,0.2999,0.002,0.5836,0.2519,0.1605,0.002,0.1243,2.6865,71.594,0.7484,0,0.0068,0.4344,0.3465,0.2102,0,0,0,0,0,0.6278,0,0.3716,0,0,0,0,0.0006,0,1,0,0.9674,0.0326,0,179.262,1.3473,1128.0123,71.0938,189,4189.0713,0
nfsal648,1,0,0,0,1,1,58001.59,0,29.85,0,1,0,0,0,1,0,58001.59,0,6,6,240,245,1.189,0.00003316,0.0137,0.1865,0,0.7152,0.1598,0.0876,0.0374,0.0537,3.8016,76.3376,1.2509,-0.0431,0.0105,0.6232,0.2088,0.1524,0.0087,0,0,0,0,0.4795,0,0.5003,0,0,0,0,0.0115,0,1,0,0.8498,0.1249,0.0253,1040.4063,1.071,1109.1522,71.4953,189,4206.4126,-0.6658
nfsal724,1,0,0,0,1,1,25391.49,0,156.09,0,1,0,0,0,1,0,25391.49,0,4,4,64,70,1.006,0.00066581,0.0248,0.2805,0,0.9304,0.0461,0.0234,0,0.0208,2.4192,76,0.1886,0,0.0067,0.4375,0.3332,0.2111,0,0,0,0,0,0.5989,0,0.3708,0,0,0,0,0.0239,0,1,0,0.968,0.032,0,219.4281,1.3019,1130.4227,69.9326,189,4214.8774,0
nfsal804,0,0.4259,0.5741,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,7,1.107,0.0002435,0.0087,0.0815,0,0.9628,0.0128,0.0176,0,0.0154,4.4964,154.1347,0.1557,-30.4886,0,0.8237,0.0601,0.1078,0,0.0775,0,0,0.0775,0.0226,0,0.2095,0.0226,0,0.5775,0,0.113,0,1,0,0.2257,0.229,0.5453,47.7603,0.7473,1131.7813,174.3651,194,4335.5181,-24.0458
nfsal954,1,0,0,0,1,1,8615.25,0,13.13,0,1,0,0,0,1,0,1731.1,0,4,4,31,40,2.013,0.00074805,0.261,0.1816,0,0.2743,0.2979,0.4278,0,0.2295,1.8702,76,1.578,0,0.0428,0.1256,0.3755,0.3856,0.0245,0,0,0,0,0.3852,0,0.0625,0,0,0,0,0.468,0.0145,0.9855,0,1,0,0,158.1453,3.3547,1160.9441,85.8624,189.3484,4193.3164,-2.4438
nfsal973,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,21,26,1.133,0.00060077,0.0192,0.1393,0,0.233,0.3207,0.3879,0.0161,0.1242,1.2321,76.4383,4.6903,-0.0906,0,0.1426,0.1551,0.6828,0,0,0,0,0,0,0,0.2522,0,0,0,0,0.657,0.2018,0.7825,0.0158,1,0,0,64.8225,5.1121,1165.4747,92.5762,190,4273.0166,-0.8275
north109,0.9802,0.0198,0,0,1,0,42326.49,0,34.96,0,1,0,0,0,0,0,0,0,4,4,28,29,2.013,0.00285936,0.0091,0.34,0,0.4332,0.3341,0.2325,0.0002,0.0162,8.469,116.7071,3.5337,-32.9304,0.0084,0.585,0.2679,0.1365,0.0439,0,0,0.8781,0,0,0,0,0,0,0,0,0.9561,0,0.2169,0.7831,0.3593,0.6055,0.0352,129.2265,1.9089,995.9331,95.3768,189.033,3715.6848,-6.275
north1155,0.5714,0.4286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,39,1.138,0.00495874,0.002,0.2552,0.02,0.668,0.038,0.198,0.076,0.084,0.45,129.104,4.184,-86.198,0.0021,0.2248,0.298,0.4739,0.146,0,0,0,0,0.8539,0,0,0.8539,0,0,0,0,0,0.057,0.943,0.9967,0.0033,0,30.8655,6.6722,966.1253,130.1386,185,3853.7004,-22.1916
north314,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,27,29,1.141,0.00252166,0.0008,0.362,0,0.3178,0.349,0.3332,0,0.0885,2.1042,105.8037,3.405,-68.2836,0.0059,0.4437,0.3293,0.2198,0.2089,0,0,0.6445,0,0,0,0,0,0,0,0,0.7911,0,0.6511,0.3489,0.994,0.006,0,112.1067,2.975,986.1794,103.651,187.4294,3731.9661,-17.9029
north378,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,32,33,1.009,0.009258,0.0007,0.3632,0,0.1818,0.7273,0.0909,0,0,0.0396,99,6.0455,-96.3182,0.0051,0.4417,0.3312,0.2209,0.2028,0,0,0.6356,0,0.0353,0,0,0.0353,0,0,0,0.7619,0,0.5865,0.4135,0.9902,0.0098,0,130.1814,3.0148,985.4292,105.1416,187.4294,3747.5105,-18.0017
north428,1,0,0,0,1,0,48451.73,0,15.42,0,1,0,0,0,0,0,0,0,3,3,45,46,1.267,0.00239873,0.0008,0.3221,0,0.1224,0.1051,0.7625,0,0.1132,1.4553,117.462,6.5708,-77.517,0.0106,0.4194,0.3276,0.2405,0.1669,0,0,0.568,0,0.0945,0,0,0.0945,0,0,0,0.7386,0,0.4859,0.5141,1,0,0,180.6417,3.1662,980.1934,117.9673,185.3439,3731.6455,-15.5295
north632,1,0,0,0,1,0,12758.58,0,28.39,0,1,0,0,0,1,0,11936.14,0,4,4,29,30,1.056,0.00150974,0.0081,0.3536,0.0207,0.5815,0.2893,0.1085,0,0.0554,1.2195,131,1.645,-33.5011,0.0434,0.5029,0.3277,0.1236,0.1333,0,0,0,0,0.2923,0,0,0,0,0,0,0.5744,0,0.6294,0.3706,0.9385,0.0615,0,113.2371,2.1686,978.9851,119.8646,185,3642.731,-7.1952
north683,1,0,0,0,1,0,39774.71,0,28.39,0,1,0,0,0,1,0,38952.27,0,4,4,34,35,1.052,0.00285637,0.0068,0.3336,0.0081,0.7009,0.1397,0.1513,0,0.0543,0.7794,131,2.0901,-38.5289,0.0367,0.5284,0.3109,0.122,0.1575,0,0,0,0,0.2835,0,0,0,0,0,0,0.559,0,0.5238,0.4762,0.9391,0.0609,0,136.0701,2.1398,978.0087,121.3196,185,3652.8542,-8.8381
north773,0.0533,0.36,0.5867,0,1,0,68465.4,0,6.39,0,1,0,0,0,1,0,68465.4,0,4,4,40,41,1.024,0.00080297,0.002,0.2661,0.027,0.4302,0.0985,0.3983,0.0072,0.2505,2.9961,104.6431,2.5798,-29.6278,0.0074,0.3869,0.3151,0.2885,0.14,0,0,0.432,0,0.2232,0,0,0.2232,0,0,0,0.6367,0,0.3851,0.6149,0.9857,0.0061,0.0082,156.6729,3.5126,978.1968,118.7799,185.0166,3729.7222,-12.0882
north866,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,17,1.156,0.00256535,0,0.2873,0.0184,0.345,0.2102,0.4247,0,0.0114,1.0278,109.9002,5.8065,-74.0166,0.0321,0.5639,0.2718,0.1319,0.1067,0,0,0.1754,0,0,0,0,0,0,0,0,0.8933,0,0.1873,0.8127,1,0,0,76.4469,2.7941,972.9957,124.8288,185,3729.3506,-10.3191
north89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,65129.35,0,3,3,29,30,1.041,0.00318563,0.0008,0.3237,0,0.2374,0.3758,0.3863,0.0005,0,1.7892,115.0966,3.5418,-36.4648,0.0101,0.4105,0.3298,0.247,0.074,0,0,0.88,0,0.046,0,0,0,0,0,0,0.88,0,0.0234,0.9766,0.3087,0.5523,0.139,112.5819,3.3102,991.7538,108.5865,189.0808,3736.2839,-10.2568
north900,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,21,84,1.028,0.00079715,0.0007,0.2797,0,0.615,0.2817,0.1033,0,0.0751,0.5751,116.2269,1.0892,-13.7934,0.0252,0.5343,0.2823,0.1578,0.1185,0,0,0.3206,0,0,0,0,0,0,0,0,0.8815,0,0.1655,0.8345,1,0,0,99.2772,2.9812,973.0137,125.4931,185,3736.0413,-11.3218
north902,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,19,1.127,0.00337059,0.0006,0.2604,0.0019,0.3165,0.1352,0.5443,0.0021,0.0518,3.7683,117.2802,6.7218,-64.712,0.0057,0.4455,0.3043,0.2442,0.1638,0,0,0.6606,0,0.0251,0,0,0.0251,0,0,0,0.8111,0,0.1723,0.8277,1,0,0,65.1519,3.4508,977.1381,128.8513,185.4149,3752.0002,-19.0569
north916,1,0,0,0,1,0,20716.24,0,15.4,0,1,0,0,0,1,0,87565.87,0,4,4,53,54,1.006,0,0.0048,0.286,0,0.5962,0.2115,0.1923,0,0,0.1404,99,2.6923,-66.8974,0.0265,0.541,0.2798,0.1511,0.1642,0,0,0,0,0.3184,0,0,0,0,0,0,0.5174,0,0.3634,0.6366,0.9577,0.0423,0,196.1145,2.3253,973.9521,121.3582,185,3676.0906,-10.515
north994,1,0,0,0,1,0,74951.55,0,15.4,0,1,0,0,0,1,0,141801.18,0,4,4,96,107,1.007,0,0.0028,0.2887,0.1953,0.528,0.1284,0.1483,0,0.0579,0.4977,99,1.1157,-3.8047,0.0212,0.4949,0.2924,0.1906,0.162,0,0,0.1573,0,0.1645,0,0.0061,0,0,0,0,0.6674,0,0.2596,0.7404,0.9782,0.0218,0,379.5543,2.9204,972.4747,123.0889,185,3711.748,-11.6721
ohiot172,1,0,0,0,0,0,0,18535.25,0,77.13,0,1,0,0,0,1,0,25283.37,2,2,3,4,1.478,0.00395034,0.0033,0.0494,0,0.0239,0.1297,0.8464,0,0.0004,14.1084,85,5.5951,0,0,0.0491,0.2091,0.74,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2424,0.7552,0.0024,1,0,0,33.6816,4.557,1191.2704,85,187.6818,4237.7012,0
ohiot221,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,17,1.621,0.00257011,0.0006,0.2291,0,0.0516,0.0194,0.929,0,0.2129,0.558,85,3.5919,-41.1871,0,0.069,0.2609,0.6691,0.1938,0,0,0,0,0,0,0,0,0,0,0,0.8062,0.0111,0,0.9889,1,0,0,47.9502,4.783,1202.5868,86.5496,190.6292,4256.96,-20.4827
ohiot361,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,8,1.266,0.00270919,0,0.1054,0,0.0287,0.1228,0.8485,0,0.0043,5.2641,85,5.0144,0,0.0033,0.0458,0.294,0.6569,0,0,0,0,0,0,0,0.0575,0,0,0,0,0.9425,0.8389,0.101,0.0601,1,0,0,24.2739,4.7106,1204.8517,85,190.1216,4282.7227,0
ohiot366,1,0,0,0,1,0,36166.89,0,29.13,0,1,0,0,0,1,0,30302.1,0,4,4,33,34,1.099,0.005626,0.006,0.2638,0,0.0102,0.0769,0.9019,0,0.1141,2.2014,91.2858,4.6586,-62.6304,0,0.0759,0.2794,0.6413,0.1373,0,0,0,0,0,0,0,0,0,0,0,0.8627,0.1526,0.0736,0.7738,1,0,0,145.5588,5.0445,1211.3915,87.0646,189.0041,4229.855,-17.0617
ohiot393,1,0,0,0,1,0,10404.48,0,77.13,0,1,0,0,0,1,0,9866.04,0,3,4,15,32,1.412,0.00032682,0.0222,0.1068,0,0.2243,0.4917,0.284,0,0.0538,4.1328,79.6827,2.0231,0,0,0.061,0.1801,0.7555,0,0,0,0,0,0,0,0.0758,0,0,0,0,0.9242,0.4933,0.3575,0.1492,1,0,0,92.9979,5.3195,1194.9795,84.7201,187.6818,4289.6821,0
ohiot396,1,0,0,0,1,0,23010.77,0,21.83,0,1,0,0,0,1,0,19581.21,0,3,4,13,23,1.468,0.00088901,0.0067,0.1272,0.0322,0.18,0.1698,0.5995,0,0.25,3.996,79.2757,3.3669,0,0.0035,0.1267,0.2234,0.6422,0,0,0,0,0,0,0,0.1637,0,0,0,0,0.8363,0.5289,0.1829,0.2882,1,0,0,59.5611,4.8586,1191.4565,84.6136,190.0373,4317.8506,0
ohiot397,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,23,1.308,0.00085141,0,0.1924,0,0.3098,0.362,0.323,0.0013,0.0529,4.2885,80.0571,3.2235,0,0,0.2009,0.2841,0.5132,0,0,0,0,0,0,0,0.1733,0,0,0,0,0.8267,0.3934,0.0274,0.5793,1,0,0,37.1025,4.3156,1194.6593,84.1029,191.2232,4329.8232,0.0057
ohiot400,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,17,32,1.325,0.00000895,0,0.2734,0,0.1625,0.435,0.4025,0,0.0188,4.3155,80.8763,3.4651,0,0.0013,0.0663,0.3785,0.5539,0,0,0,0,0,0,0,0.14,0,0,0,0,0.86,0.3745,0.0429,0.5825,1,0,0,61.3458,3.7633,1207.0393,84.7069,190.1216,4312.1753,0
ohiot628,1,0,0,0,1,0,20123.27,0,10.49,0,1,0,0,0,1,0,49901.14,0,5,5,96,106,1.049,0.00005941,0.0128,0.212,0,0.6226,0.218,0.1521,0.0074,0,2.8161,96.1489,1.4302,-41.8412,0.0025,0.1299,0.283,0.5752,0.0063,0,0,0,0,0,0,0.1816,0,0,0.0207,0,0.7913,0.2822,0.1112,0.6066,0.9879,0.0121,0,430.2513,4.0002,1203.4401,85.1776,187.6818,4335.4883,-1.0006
ohiot704,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,1.247,0.00695384,0,0.105,0,0.0191,0.0469,0.934,0,0.0141,2.8773,100,4.538,-1.9584,0,0.1546,0.1601,0.6853,0,0.1527,0.1527,0,0,0,0,0,0,0,0,0,0.8473,0,0.9641,0.0359,1,0,0,13.5792,3.6527,1234.251,100,196.9111,4442.8115,-14.242
piasa257,0.9213,0.0787,0,0,1,0,16692.46,0,6,0,1,0,0,0,1,0,14573.43,0,4,4,67,75,1.967,0.00011438,0.0007,0.182,0.0154,0.2329,0.2096,0.5368,0.0036,0.1198,5.1903,127.4427,4.7737,-57.987,0.0411,0.4992,0.1688,0.2899,0.1056,0,0,0,0,0.8944,0,0,0.1326,0,0,0,0,0,0.7303,0.2697,0.8893,0.1107,0,266.643,2.2607,970.8008,100.5314,186.3963,3954.3081,-11.4793
piasa260,0.6324,0.3676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,8,1.832,0.00066285,0,0.1789,0.0126,0.1098,0.3305,0.5471,0,0.2897,0.8604,126.0732,3.7521,-46.0931,0.0145,0.4024,0.211,0.3713,0.1865,0,0,0,0,0.8132,0,0,0.7834,0,0,0,0,0,0.0171,0.9829,0.9974,0.0026,0,37.7613,4.1317,967.318,129.9581,189.6432,4009.4243,-25.0518
piasa279,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,19,20,1.181,0.00141639,0.0001,0.1683,0.0201,0.3365,0.2546,0.3887,0,0.1026,1.9656,109.4103,2.1754,-27.0014,0.0294,0.3465,0.2157,0.4073,0.1408,0,0,0,0,0.8592,0,0,0.002,0,0,0,0,0,1,0,0.7824,0.2176,0,100.3959,2.4727,973.8864,97.7625,190.5169,4020.304,-12.1371
piasa303,0.0777,0.9223,0,0,1,0,55859.74,0,15.23,0,1,0,0,0,0,0,0,0,4,4,22,28,1.056,0.00217427,0,0.1783,0.0317,0.484,0.281,0.2033,0,0.0346,3.0681,116.1957,1.8595,-33.0018,0.0095,0.4787,0.1876,0.324,0.171,0,0,0,0,0.829,0,0,0,0,0,0,0,0,1,0,0.6984,0.3016,0,113.8419,1.9576,976.4162,91.3711,188.6969,4016.552,-13.231
piasa347,0,1,0,0,1,0,83983.9,0,15.23,0,1,0,0,0,0,0,0,0,5,5,59,60,1.03,0.00101654,0.0009,0.1454,0.7528,0,0,0.1805,0.0315,0.1225,1.7406,101.4276,2.3909,-41.5977,0.1331,0.3759,0.1642,0.325,0.1672,0,0,0,0,0.8328,0,0,0.1295,0,0,0,0,0,0.9774,0.0226,0.6382,0.3618,0,312.0102,2.0983,975.088,101.3468,188.6969,4041.4031,-12.0852
piker200,0,0.3478,0.6522,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,85,1.114,0.00252765,0.0044,0.069,0.5798,0.0075,0.0791,0.1081,0.0141,0.2393,4.9266,883.4008,0.4339,-28.249,0.6179,0.1165,0.0965,0.0906,0,0.2187,0,0,0,0.7813,0,0.2187,0,0,0,0,0,0,0,1,0,0.0372,0.9628,17.307,0.717,857.1545,441.2354,161.4431,2537.0627,-12.4012
piker204,0,0.0738,0.9262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,87,1.274,0.00186334,0,0.0602,0.5783,0.0148,0.0592,0.1393,0.0033,0.2433,7.6473,887.7631,0.3342,-25.0833,0.6511,0.0491,0.0324,0.1882,0,0.2802,0,0,0,0.7198,0,0.2802,0,0,0,0,0,0,0,1,0,0.0183,0.9817,21.1887,0.5569,860.2346,410.3994,162.2202,2567.9663,-12.4466
