Reach,Ch_bd201,Ch_bd50,Ch_bdg101,Glakes,Missi,Bigriver,Pondup_L,Ponddn_L,Pondup_S,Ponddn_S,Pondupst,Ponddnst,Pond,Pondarea,Damupst,Damdnst,Damup_L,Damdn_L,Order,Downorder,Link,Dlink,Sinuosity,CH_Grad,R_Water,RT_Grass,W_Urban,W_Agri,W_Grass,W_Forest,W_Water,W_Wet,W_Area,W_Perm,W_Slope,W_Darcy,WT_Urban,WT_Agri,WT_Grass,WT_Forest,WT_Alluv,WT_Coars,WT_CMorai,WT_Collu,WT_Dune,WT_Fine,WT_ICont,WT_Lacus,WT_Loess,WT_MMora,WT_OWash,WT_PMuck,WT_Rocky,WT_Sand,WT_Shale,WT_Carb,WT_BR50,WT_BR100,WT_BG100,Wt_Area,WT_Slope,WT_Precip,WT_Perm,WT_JMin,WT_GDD,WT_Darcy
illin11610,0,0,1,0,0,1,0,2336.47,0,708.7,0,1,0,0,0,1,0,2336.47,3,3,12,14,1.665,0.00199311,0.0094,0.2058,0.1103,0.6028,0.2115,0.0703,0.0022,0.0202,8.1495,110.0158,0.9997,0,0.0776,0.7859,0.1213,0.0118,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,56.2833,0.6397,938.7885,106.3437,180.0709,3642.9175,0.088
illin1163,0,0,1,0,0,1,7140.15,815701.75,32.77,30569.49,1,1,0,0,1,1,9402.54,198529.98,2,3,2,9,1.192,0.00112311,0.1038,0.1297,0.7791,0.0962,0.044,0.0801,0.0006,0.0066,5.9967,87.9623,0.6968,-1.291,0.6889,0.085,0.1164,0.0827,0,0,0,0,0,0.8368,0,0,0,0,0.1632,0,0,0,0,1,0,0.0069,0.9931,27.081,0.663,883.6986,78.2704,163.5293,2744.6875,-14.943
illin11680,0.9202,0.0798,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,349252.57,4,4,23,25,1.548,0.00096869,0.0009,0.3105,0,0.2705,0.2184,0.5091,0.0019,0.046,4.2849,105.5801,3.9181,-71.8565,0.0028,0.5248,0.2546,0.2163,0.0363,0,0,0,0,0.8728,0,0,0,0,0,0,0.0909,0,1,0,0.3886,0.6114,0,123.0948,2.0069,943.7197,111.3162,180.5967,3461.5288,-3.6481
illin11692,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,634208.52,3,3,15,16,1.206,0.00106282,0.0092,0.3075,0.0039,0.2854,0.4248,0.2721,0.0138,0.0127,1.6272,107,2.9032,-27.7212,0.0139,0.7405,0.2005,0.0427,0.0271,0,0,0,0,0.6381,0,0,0,0.3348,0,0,0,0,1,0,0,0,1,90.1467,0.8909,948.942,103.7839,178.1809,3612.1553,-2.6651
illin11715,0.9657,0.0343,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,458926.08,2,2,4,5,1.125,0.00227401,0.0118,0.3212,0,0.4231,0.278,0.2989,0,0.0089,4.248,100,3.8379,-77.957,0.0045,0.7003,0.1801,0.1114,0.1016,0,0,0,0,0.8744,0,0,0,0,0,0,0,0,1,0,0.7884,0.2116,0,33.2874,1.5499,957.1157,99.3048,177.8786,3423.7771,-13.1539
illin1172,0,0.8522,0.1478,0,0,1,0,681312.97,9.1,30569.49,1,1,0,0,0,1,0,447579.48,3,6,4,334,1.276,0.00208548,0.088,0.0219,0.4017,0.2558,0.0453,0.2518,0.0068,0.0626,3.8106,145.068,1.0465,-25.863,0.4755,0.0684,0.0348,0.3191,0.0003,0,0,0,0,0.8988,0,0,0,0,0.0727,0.0202,0,0,0.2389,0.7611,0,0.0295,0.9705,95.7555,1.2932,896.5652,80.9841,162,2785.2502,-6.9638
illin11741,0,0,1,0,0,1,37267.6,897260.49,58.53,30569.49,1,1,0,0,1,1,34629.28,520917.96,3,3,13,14,1.686,0.00047671,0.0639,0.338,0.0109,0.7775,0.1405,0.0662,0.0029,0.0409,17.8929,44.3521,0.2087,-0.4237,0.0298,0.7382,0.1891,0.0307,0,0,0,0,0,0.917,0,0.0824,0,0,0.0006,0,0,0,0.1535,0.8465,0,0,1,127.6497,0.372,932.7658,21.763,172.786,3403.4827,-0.0594
illin11747,0,0,1,0,0,1,0,933567.73,0,30569.49,0,1,0,0,0,1,0,557225.2,3,4,8,24,1.059,0.0009932,0,0.224,0.0028,0.9351,0.0563,0.0058,0,0.0042,8.4726,66.0515,0.1201,-0.5252,0.003,0.9051,0.0901,0.0014,0,0,0,0,0,0.8675,0,0.1323,0,0,0.0002,0,0,0,0.2528,0.7472,0,0,1,54.5076,0.1782,951.9715,48.0432,174.216,3414.0105,-0.0824
illin1183,0,0,1,0,0,1,19329.31,800968.35,32.77,30569.49,1,1,0,0,1,1,21591.7,183796.58,3,3,9,10,1.314,0.00155144,0.12,0.0657,0.5841,0.0949,0.0034,0.302,0,0.0487,4.2498,112.3268,0.684,-19.2313,0.5333,0.1378,0.1091,0.1616,0,0,0,0,0,0.9471,0,0,0,0,0.0529,0,0,0,0,1,0,0.0024,0.9977,94.8069,0.8878,889.8254,67.1065,163,2785.4063,-5.1625
illin11840,0,1,0,0,0,1,1191.26,0,5.19,0,1,0,0,0,0,1,0,893607.24,4,4,43,44,1.556,0.00204866,0.0029,0.2071,0.0017,0.3838,0.3754,0.2082,0.0309,0.1028,1.0764,108.3244,0.8512,-144.5443,0.009,0.8896,0.092,0.0075,0,0,0,0,0,0.8588,0,0,0,0,0.1412,0,0,0,1,0,0,0.1595,0.8405,267.3387,0.3733,917.8166,113.5984,176,3534.4905,-12.5913
illin11863,0,0,1,0,0,1,0,29650.48,0,708.7,0,1,0,0,0,1,0,29650.48,3,3,6,7,1.069,0.0004419,0.0165,0.1127,0.0061,0.925,0.0672,0.0017,0,0,1.0314,114,1.1405,0,0.1212,0.7861,0.0861,0.0018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,27.9873,0.4616,938.9318,102.3244,180.4721,3651.0654,0.1773
illin11868,0,0,1,0,0,1,0,973244.98,0,30569.49,0,1,0,0,0,1,0,596902.45,4,4,21,23,1.091,0.00050567,0.0029,0.3387,0.0601,0.853,0.0864,0.0002,0,0.0003,11.178,38.985,0.0395,0.0052,0.0152,0.8272,0.1513,0.0051,0,0,0,0,0,0.89,0,0.11,0,0,0,0,0,0,0.407,0.593,0,0,1,139.1742,0.2738,948.7446,17.4952,174,3411.0923,0.0004
illin11900,0,0,1,0,0,1,0,20111.7,0,571.62,0,1,0,0,0,1,0,44660.58,3,3,12,13,2.443,0.00091931,0.0041,0.2096,0.0119,0.7118,0.2186,0.0543,0.0034,0.0198,10.9053,110.0723,0.5103,-10.8289,0.0121,0.8837,0.0928,0.0103,0.0231,0,0,0,0,0.9769,0,0,0,0,0,0,0,0,1,0,0,0,1,112.0986,0.3085,935.2668,111.1839,179.0687,3627.3853,-1.0578
illin11945,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,948250.14,3,4,14,26,1.077,0.00077129,0.001,0.2194,0.0213,0.9035,0.075,0.0002,0,0,9.6966,88.0497,0.3211,-35.8298,0.0093,0.8854,0.0973,0.0048,0,0,0,0,0,0.7594,0,0,0,0,0.2406,0,0,0,1,0,0,0,1,109.6695,0.3704,913.608,111.3743,176.1401,3526.2385,-15.8077
illin12009,0,0,1,0,0,1,0,902827.59,0,30569.49,0,1,0,0,0,1,0,526485.06,2,2,3,4,1.318,0.00096533,0.0075,0.3209,0.002,0.8615,0.1228,0.0106,0.0022,0.0055,11.2068,145.5316,0.1972,-0.141,0.0115,0.8838,0.098,0.0058,0,0,0,0,0,0.8164,0,0.0632,0,0,0.1204,0,0,0,0.3055,0.6945,0,0,1,48.6252,0.1091,943.6959,124.3453,175.6949,3433.8403,-8.4989
illin12011,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,930717.23,4,4,27,28,1.175,0.00042878,0.001,0.2187,0.0005,0.9115,0.0807,0.005,0.0004,0.0054,20.2104,103.5912,0.3046,-21.1684,0.0069,0.8905,0.0961,0.0041,0,0,0,0,0,0.822,0,0,0,0,0.178,0,0,0,1,0,0,0.0627,0.9373,174.2931,0.3745,915.6776,111.6038,176,3530.5007,-12.9031
illin12149,0,0.75,0.25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,924647.51,3,4,7,35,1.668,0.00218414,0,0.1761,0.0012,0.9258,0.0726,0,0.0004,0,4.5603,118,0.4154,-16.2471,0.0003,0.9277,0.071,0.0007,0,0,0,0,0,0.9912,0,0,0,0,0.0088,0,0,0,1,0,0,0.1418,0.8581,41.5467,0.4284,926.106,118,177.0341,3564.8464,-1.8114
illin12157,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,552571.14,3,4,5,28,1.211,0.00374191,0.0034,0.3063,0,0.6553,0.2258,0.1185,0.0004,0.0076,4.3731,102.1035,1.5695,-7.4023,0.0005,0.7809,0.1701,0.0469,0.0155,0,0,0,0,0,0,0,0,0.9845,0,0,0,0,1,0,0,0,1,21.1977,0.9615,970.9487,99.8634,176.413,3467.4104,-2.4431
illin12163,0.864,0.136,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,501820.7,4,4,23,24,2.145,0.00037003,0.0003,0.2663,0,0.5367,0.2227,0.238,0,0.0391,6.0021,101.5664,2.115,-1.0118,0.0113,0.7266,0.1488,0.1124,0.0759,0.0086,0,0,0,0.9155,0.0086,0,0,0,0,0,0,0,0.4175,0.5825,0.5131,0.3612,0.1257,204.3225,1.1404,961.0651,128.9396,173,3410.0056,-6.2114
illin12164,0,0.1842,0.8158,0,0,1,0,0,0,0,0,0,0,0,0,1,0,951645.92,3,3,11,12,1.124,0.00242475,0.0004,0.2183,0,0.8636,0.1364,0,0,0,1.1745,118,0.3111,-1.5502,0.0004,0.8912,0.1062,0.0015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.1024,0.8977,33.5304,0.4433,921.4299,118,177,3554.0398,-0.0406
illin12270,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,538649.99,3,4,8,25,1.158,0.0006685,0,0.2827,0,0.5754,0.2298,0.0549,0,0.1794,2.6244,99.4849,0.4612,-23.0412,0.0105,0.8468,0.1067,0.0252,0.1157,0,0,0,0,0.7936,0,0.0907,0,0,0,0,0,0,1,0,0.4936,0.5064,0,78.7383,0.4265,923.0789,99.6767,177.0057,3486.1829,-4.9344
illin12285,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,540426.54,3,3,11,12,1.093,0.00068144,0.0005,0.1788,0.0588,0.8478,0.07,0.0059,0.0004,0.0175,8.2377,99.0137,0.1803,-8.7218,0.0186,0.9086,0.057,0.0091,0.1529,0,0,0,0,0.337,0,0.5101,0,0,0,0,0,0,0.7679,0.2321,0.1089,0.5747,0.3165,93.0933,0.1732,927.1857,99.0042,180.8371,3478.4788,-4.0607
illin1229,0,1,0,0,0,1,48329.78,782858.26,32.77,30569.49,1,1,0,0,1,1,50592.17,165686.49,4,4,95,98,1.037,0,0.0727,0.1175,0.2667,0.0094,0,0.7239,0,0.0881,0.7659,178,0.3184,-20.6287,0.2201,0.3674,0.1478,0.1733,0.0049,0,0,0,0,0.8163,0,0.0042,0,0,0.1606,0.0112,0,0,0.0366,0.9634,0,0.034,0.9659,805.3731,0.7639,873.9826,77.0283,158.4157,2679.6748,-18.6651
illin12312,0,0,1,0,0,1,0,953336.6,0,30569.49,0,1,0,0,0,1,0,576994.07,3,3,14,15,1.192,0.00086635,0,0.2949,0.004,0.8576,0.1328,0.0056,0,0.0049,6.1056,80.3544,0.0912,0,0.0049,0.8622,0.1285,0.0033,0,0,0,0,0,0.9906,0,0.0084,0,0,0.001,0,0,0,0.3203,0.6797,0,0,1,92.6415,0.2429,949.4365,59.1526,175.0789,3442.011,-0.0502
illin12339,1,0,0,0,0,1,19596.24,0,7.97,0,1,0,0,0,1,1,31942.4,432826.69,3,4,10,22,1.234,0.00167702,0.0711,0.2372,0,0.31,0.2871,0.4005,0,0.0056,2.7144,100,4.4841,-44.1834,0.0096,0.4376,0.2509,0.2641,0.071,0,0,0,0,0.5442,0,0,0,0,0,0,0,0,1,0,0.5735,0.4265,0,91.9593,2.2271,965.9832,85.4911,177.9997,3491.0061,-10.485
illin12397,0.925,0.075,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,413812.81,2,3,9,16,1.325,0.00041878,0.0005,0.33,0,0.3047,0.2376,0.4577,0,0,2.2653,99.9003,4.9893,-3.787,0.0314,0.6744,0.1693,0.1241,0.0028,0,0,0,0,0.8031,0,0.1942,0,0,0,0,0,0,0.9581,0.0419,0.2652,0.6268,0.108,77.2362,1.763,932.455,99.409,180.738,3505.2632,-0.0587
illin12452,0,1,0,0,0,1,39678.18,0,7.51,0,1,0,0,0,0,1,0,298942.75,4,4,53,54,1.036,0.008787,0.0024,0.2696,0.2694,0.0056,0.2278,0.4972,0,0.3972,0.324,128.25,1.6083,-14.4889,0.0137,0.4853,0.2272,0.2685,0.0645,0,0,0,0,0.8372,0,0,0.0185,0,0,0,0.098,0,1,0,0.5026,0.4974,0,322.6356,2.3872,959.6326,109.1287,179.0212,3479.7334,-6.4792
illin12605,0,0,1,0,0,1,0,379260.38,0,2963.31,0,1,0,0,0,1,0,547715.42,2,2,2,3,1.425,0.00208706,0,0.1801,0.3495,0.5833,0.0476,0.0165,0.0032,0.0047,10.2753,113.5756,0.5083,-0.7986,0.2996,0.5937,0.09,0.014,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,12.0537,0.5461,941.426,113.589,181.0365,3640.199,-0.6424
illin1264,0,0.235,0.765,0,0,1,0,0,0,430.15,0,1,0,0,0,1,0,0,2,2,2,90002,1.06,0.00082707,0.0064,0,0.6373,0.0157,0.0026,0.3386,0.0038,0.0156,33.9435,44.8573,0.4497,-2.3519,0.6714,0.0279,0.0259,0.2615,0.0471,0,0,0,0,0.6895,0,0.1356,0,0,0,0.1278,0,0,0,1,0,0.0484,0.9516,57.3876,0.4002,875.8998,43.8153,163.6339,2797.0935,-1.6452
illin12656,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,72462.37,476934.54,3,3,23,27,1.409,0.00017985,0.0003,0.2825,0,0.139,0.0777,0.7619,0,0.3858,0.9261,100,1.4674,-23.4227,0.0075,0.7099,0.1603,0.1194,0.0719,0,0,0,0,0.9281,0,0,0,0,0,0,0,0,0.7158,0.2842,0.5819,0.403,0.0151,213.7131,1.1177,950.8439,105.4876,173.4708,3424.1777,-5.3017
illin12704,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,470391.49,2,2,5,6,1.649,0.0029585,0.0006,0.2554,0.0252,0.652,0.1692,0.1528,0.0007,0.0226,7.2135,93.4146,1.1203,-13.489,0.0053,0.8551,0.0946,0.0446,0.0313,0,0,0,0,0.9687,0,0,0,0,0,0,0,0,0,1,0.4156,0.4548,0.1296,35.721,0.4081,947.2067,69.24,183.0025,3516.2886,-2.7269
illin1275,0,0,1,0,0,1,0,726094.31,21.83,30569.49,1,1,0,0,0,1,0,492360.82,1,2,1,2,1.149,0.00415336,0.2198,0.0485,0.5065,0.0247,0.0057,0.4177,0.0017,0.111,3.1716,63,1.4552,0.0817,0.3836,0.0497,0.087,0.3943,0.0026,0,0,0,0,0.9974,0,0,0,0,0,0,0,0,0.7102,0.2898,0,0,1,12.2643,1.2353,900.2692,63,163,2786.5276,0.0354
illin12872,1,0,0,0,0,1,22785.2,0,6.99,0,1,0,0,0,0,1,0,378308.53,3,3,12,13,1.259,0.0022754,0,0.2899,0,0.3422,0.2121,0.444,0,0.0267,7.7985,100,4.889,-37.1576,0,0.5841,0.2051,0.2101,0.0443,0,0,0,0,0.8029,0,0,0,0,0,0,0.1528,0,0.9351,0.0649,0.4536,0.5464,0,49.8807,2.6035,944.4723,99.6177,181.6213,3543.9441,-5.8659
illin12891,0,0,1,0,0,1,0,481698.46,0,2963.31,0,1,0,0,0,1,0,650153.5,1,2,1,3,1.137,0.00478871,0,0.0557,0.001,0.9261,0.073,0,0,0,1.8621,116.4901,0.4451,0.4906,0.001,0.9261,0.073,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.8621,0.4451,942.6298,116.4901,180,3659.158,0.4906
illin12901,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,35109.31,507380.85,2,5,7,390,1.621,0.0019214,0.0023,0.2128,0,0.5327,0.3107,0.1544,0.001,0.0164,14.9679,109.4557,1.6747,-11.1065,0.1526,0.6376,0.1512,0.056,0.0179,0,0,0,0,0.0267,0,0,0,0.9424,0.013,0,0,0,1,0,0,0,1,58.3938,0.6415,967.2538,101.7611,175.6647,3480.6416,-3.2694
illin12906,0,0,1,0,0,1,0,472287.13,0,2963.31,0,1,0,0,0,1,0,640742.16,2,2,4,5,1.068,0.00117704,0.001,0.1301,0.0078,0.8647,0.1268,0.0007,0,0,1.377,114,0.6739,-0.9268,0.0024,0.8863,0.1088,0.0023,0,0,0,0,0,0.9992,0,0,0,0,0.0008,0,0,0,1,0,0,0,1,25.5024,0.4171,941.1021,115.8096,180,3657.1213,-0.0184
illin12907,0,0,1,0,0,1,0,472287.13,0,2963.31,0,1,0,0,0,1,0,640742.16,1,2,1,5,1.134,0.00273726,0,0.0784,0.0087,0.9137,0.077,0.0007,0,0,11.9133,114,0.483,-0.3228,0.0087,0.9137,0.077,0.0007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11.9133,0.483,941.7285,114,180.6048,3656.8469,-0.3228
illin12912,0,0,1,0,0,1,0,471640.15,0,2963.31,0,1,0,0,0,1,0,640095.18,2,2,5,6,1.043,0.001691,0.0008,0.1209,0,0.6667,0.303,0.0303,0,0,0.0297,114,1.0606,5.7879,0.0044,0.8948,0.0989,0.0018,0,0,0,0,0,0.9994,0,0,0,0,0.0006,0,0,0,1,0,0,0,1,37.4454,0.4386,941.3037,115.2324,180,3657.0332,-0.1107
illin12933,1,0,0,0,0,1,7621.84,0,33.85,0,1,0,0,0,0,1,0,338318.68,3,4,7,11,1.328,0.00106755,0.0524,0.2405,0,0.1924,0.3032,0.4847,0.0037,0.1053,5.1642,88.4475,3.493,-61.1882,0.088,0.3599,0.2847,0.2282,0.1192,0,0,0,0,0.514,0,0,0,0,0,0,0,0,1,0,0.4959,0.5041,0,104.9049,1.9819,979.5565,84.8286,178.2628,3507.4368,-12.6162
illin1300,0,0.6483,0.3517,0,0,1,27904.54,762641.48,5.15,30569.49,1,1,0,0,0,1,0,145469.71,3,4,6,106,1.217,0.00115578,0.0131,0.0331,0.9234,0.0203,0.0075,0.0423,0.0027,0.0128,22.7916,162.7282,0.2618,-11.6036,0.6786,0.0412,0.0431,0.2037,0.0186,0,0,0,0,0.8751,0,0,0,0,0.0714,0.035,0,0,0.0885,0.9115,0,0.1739,0.8262,75.7926,0.8075,899.5845,93.1879,163.883,2880.8369,-4.0847
illin1301,0,0.4529,0.5471,0,0,1,0,0,9.33,25.32,1,1,0,0,0,1,0,315472.07,1,1,1,90001,1.106,0.00094974,0.0059,0.0497,0.8234,0.0185,0.0132,0.1434,0.0007,0.0107,28.5966,35.8542,0.3154,0.42,0.6872,0.0263,0.0389,0.2429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.1668,0.8332,43.3071,0.2932,892.9174,32.507,165.6944,2930.1738,0.8847
illin13010,0,0.2044,0.7956,0,0,1,0,0,0,0,0,0,0,0,0,1,0,439640.43,3,5,16,445,1.571,0.00362433,0.0007,0.2863,0,0.2987,0.3415,0.3553,0.0005,0.0299,3.6396,108.0584,3.8811,-55.5952,0.0311,0.7368,0.1714,0.0579,0.0731,0,0,0,0,0,0,0,0,0.9265,0.0003,0,0,0,1,0,0,0.0135,0.9865,90.9549,0.9293,957.8698,101.0727,177.3455,3505.7434,-6.5569
illin13020,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,370970.03,3,5,5,457,1.193,0.000532,0.0206,0.1483,0.0008,0.8344,0.1141,0.0374,0.0133,0,6.8805,334.0492,0.4094,-9.7945,0.0002,0.8515,0.1189,0.0248,0.4093,0.2383,0,0,0.2383,0,0,0,0,0,0.2365,0.1158,0,0,1,0,0,0.3217,0.6783,29.9565,0.37,937.1839,548.1703,183.8169,3636.8452,-23.8253
illin13043,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,507749.49,3,3,16,17,1.34,0.00103745,0.0017,0.2821,0,0.3514,0.2003,0.4452,0,0.0456,3.1941,107,2.1181,-43.9059,0.001,0.8164,0.1376,0.0438,0.0158,0,0,0,0,0.0269,0,0,0,0.9319,0.0254,0,0,0,1,0,0,0,1,123.0705,0.6031,969.0314,101.3153,179,3558.0967,-3.1271
illin13104,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,497855.29,3,5,18,409,1.025,0.00064505,0.0016,0.2883,0,0.4684,0.3234,0.2082,0,0.052,0.4842,111.684,1.2993,-13.4628,0.0014,0.8043,0.1438,0.0494,0.0212,0,0,0,0,0.0359,0,0,0,0.9162,0.0267,0,0,0,1,0,0,0,1,132.7653,0.6358,968.6417,101.4752,179,3558.7485,-3.5487
illin13147,0,0,1,0,0,1,0,461320.03,0,2963.31,0,1,0,0,0,1,0,629775.06,2,3,7,21,1.202,0.00111973,0.0012,0.1461,0,0.7936,0.1294,0.0728,0.0041,0.0603,1.9539,112.5362,0.9982,-93.7918,0.0045,0.8804,0.1064,0.0083,0,0,0,0,0,0.9602,0,0,0,0,0.0398,0,0,0,1,0,0,0,1,45.1341,0.5066,941.9271,114.9591,180,3655.7673,-7.4255
illin13169,0,0,1,0,0,1,0,0,0,13.71,0,1,0,0,0,1,0,464080.23,2,2,8,90008,1.087,0.00281626,0,0.2187,0.0072,0.6264,0.2861,0.0802,0,0.0441,1.2456,115.5679,0.6647,-95.9212,0.0009,0.8528,0.1335,0.0128,0,0,0,0,0,0.9404,0,0,0,0,0.0596,0,0,0,1,0,0,0,1,21.9375,0.7494,923.6935,117.8619,177.5868,3536.0947,-6.0269
illin13222,1,0,0,0,0,1,22837.27,0,98.09,0,1,0,0,0,1,1,22837.27,396679.95,4,4,75,76,1.717,0.00064188,0.0193,0.2296,0,0.2915,0.2859,0.4208,0.0017,0.0376,7.3566,92.2253,3.7546,-0.0049,0.0239,0.7469,0.1188,0.0988,0.1104,0,0,0,0,0.7037,0,0.1448,0,0,0.0096,0,0.0315,0,0.8848,0.1152,0.4905,0.3941,0.1153,553.6854,0.9182,925.6075,98.9989,175.624,3487.741,-8.9717
illin1333,0,0.308,0.692,0,0,1,0,259108.61,0,11.99,0,1,0,0,0,1,0,304871.27,2,3,3,9,1.16,0.00070004,0.0021,0.0647,0.5154,0.0197,0.0071,0.4548,0.0004,0.0224,22.1733,38.6924,0.3224,-7.8358,0.4769,0.0508,0.061,0.3954,0.1231,0,0,0,0,0.8397,0,0.0372,0,0,0,0,0,0,0,1,0,0.0872,0.9128,62.0406,0.3399,880.4088,33.6138,163.8201,2820.2778,-2.5702
illin13367,0,0,1,0,0,1,0,342111.34,0,2963.31,0,1,0,0,0,1,0,510566.37,3,3,18,22,1.074,0.00142267,0.0065,0.1089,0.0033,0.7709,0.1865,0.0321,0.0072,0.0085,1.3752,99,0.2513,-70.1492,0.5063,0.3377,0.07,0.0821,0,0,0,0,0,0.8519,0,0,0,0.0174,0.1307,0,0,0,1,0,0,0,1,108.0153,0.7686,942.493,111.6758,180,3642.4167,-22.7451
illin1347,0,0.4357,0.5643,0,0,1,0,740959.25,0,30569.49,0,1,0,0,0,1,0,123787.48,1,4,1,107,1.33,0.00144625,0.0239,0.0147,0.8536,0.0044,0.0076,0.1195,0.0105,0.0188,26.8695,62.2496,0.2293,-1.9511,0.8536,0.0044,0.0076,0.1195,0.0155,0,0,0,0,0.9626,0,0,0,0,0.0218,0,0,0,0,1,0,0.2493,0.7507,26.8695,0.2293,905.2167,62.2496,169.3015,2980.2549,-1.9511
illin13549,0,0,1,0,0,1,0,428547.82,0,2963.31,0,1,0,0,0,1,0,597002.85,2,2,7,8,1.792,0.00185277,0.0041,0.1593,0.2788,0.4077,0.2109,0.0974,0.0052,0.0222,8.8965,107.0839,0.894,-0.5347,0.2894,0.5508,0.1099,0.0457,0,0,0,0,0,0.9134,0,0,0,0.0866,0,0,0,0,1,0,0,0,1,41.0427,0.5734,945.5036,112.7764,180.234,3642.8298,0.0687
illin13562,0,0,1,0,0,1,21846.43,415759.55,13.71,483.73,1,1,0,0,0,1,0,430631.55,4,4,47,90047,1.134,0.00083075,0.0035,0.2279,0.0006,0.9249,0.0449,0.0294,0.0003,0.0219,6.4989,169.9416,0.1566,-18.4675,0.0204,0.8158,0.1443,0.0187,0,0,0,0,0,0.8712,0,0,0,0,0.1288,0,0,0,0.9955,0.0045,0,0.0018,0.9982,136.3185,0.6326,934.19,121.5064,176.909,3555.9761,-15.2474
illin1362,0,0.1749,0.8251,0,0,1,9078.36,241724,430.15,11.99,1,1,0,0,1,1,9078.36,287486.66,3,3,9,10,1.342,0.00017257,0.0723,0.0253,0.6795,0.0014,0,0.3186,0.0004,0.0167,20.5209,113.143,0.1848,-2.4637,0.5737,0.0299,0.0321,0.3457,0.0681,0.0411,0,0,0,0.6127,0,0.2744,0,0,0,0.0447,0,0,0,1,0,0.0954,0.9046,163.998,0.3435,885.0541,49.815,163.6339,2899.8594,-1.8292
illin13624,0,0,1,0,0,1,0,368367.82,0,483.73,0,1,0,0,0,1,0,383239.82,4,4,13,14,1.319,0.00085252,0.0026,0.2433,0,0.9304,0.0649,0.0032,0,0.0047,2.4948,149.9138,0.1714,-37.8222,0.0012,0.8807,0.1107,0.0056,0,0,0,0,0,0.8304,0,0,0,0,0.1696,0,0,0,0.031,0.969,0,0.0295,0.9705,57.42,0.2705,919.1337,54.2912,176,3447.4463,-6.7566
illin13633,0,0,1,0,0,1,0,378117.39,0,483.73,0,1,0,0,0,1,0,392989.39,4,4,26,27,1.218,0.00057423,0.0008,0.2335,0.0022,0.8564,0.1187,0.0158,0.0069,0.0089,16.1685,112.3944,0.1986,-35.4799,0.0354,0.8399,0.118,0.0044,0,0,0,0,0,0.5725,0,0,0,0,0.4275,0,0,0,0.6964,0.3036,0,0.0647,0.9352,146.2644,0.3572,914.5939,121.2829,176,3482.8303,-21.8902
illin13740,0,0,1,0,0,1,0,425681.27,0,2963.31,0,1,0,0,0,1,0,594136.3,3,3,29,31,1.348,0.00159006,0.0073,0.2366,0.1106,0.2888,0.3097,0.2014,0.0612,0.0986,5.94,105.5394,1.4817,-119.4803,0.02,0.7614,0.1604,0.0522,0,0,0,0,0,0.9153,0,0,0,0.0017,0.083,0,0,0,1,0,0,0,1,120.3975,0.7688,944.9826,107.3179,179,3645.2515,-17.2309
illin13746,0,0,1,0,0,1,0,416991.04,0,2963.31,0,1,0,0,0,1,0,585446.08,3,3,13,14,1.262,0.00257602,0.0031,0.2031,0.0018,0.6138,0.3218,0.0577,0.0049,0.0455,1.4823,112.7207,0.7608,2.02,0.2156,0.5927,0.1492,0.0393,0,0,0,0,0,0.7747,0,0,0,0.2253,0,0,0,0,1,0,0,0,1,55.5129,0.6202,946.7873,112.5258,180,3635.0383,-0.0638
illin1375,0,0,1,0,0,1,7252.68,600268.71,5.16,30569.49,1,1,0,0,1,1,26150.61,9268.15,2,2,6,7,1.269,0.0003896,0.0339,0.1918,0.0982,0.0384,0.3712,0.4608,0,0.058,3.3534,62.8604,1.2034,-11.3862,0.4868,0.1326,0.1782,0.1356,0.2423,0,0,0,0,0.7259,0,0.0318,0,0,0,0,0,0,0.2139,0.7861,0,0,1,61.5798,0.8637,911.3406,60.4537,163.6335,2870.887,-7.8157
